trapping_N;Capture_frame;trap_type;trap_reference;the_date_of_Laying_the_Trap;statement_date;The_hour_of_laying_the_trap;statement_hour;Wind;Cloud_cover;Rain;wind_;cloud_cover_;rain_;Commune;Village;Said_neighborhood_place;Environnement;builinding_house_type;internal_external_situation;MIILD_presence;AID_last_date;observation;Y;X;Genre;Species;Gender;NB;whose_NB_throat?;TN;TX;RR
NA;Site monitoring;CDC;R7;26/12/2018;27/12/2018;11:15;9:25;Medium;mean coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;mhogoni;PU;Tole;IH;NO;"""NA""";NA;45.11586;-12.724662;Aedes;albopictus;F;1;NA;23,8;29,2;1.8
NA;Site monitoring;CDC;X88;26/12/2018;27/12/2018;11:30;9:40;Medium;mean coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;mhogoni;PU;Tole;EH ;NO;"""NA""";NA;45.115492;-12.723887;"""NA""";"""NA""";NA;NA;NA;23,8;29,2;1.8
NA;Site monitoring;CDC;J84;26/12/2018;27/12/2018;11:35;9:40;Medium;mean coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;mhogoni;PU;Tole;IH;NO;"""NA""";NA;45.115492;-12.723887;"""NA""";"""NA""";NA;NA;NA;23,8;29,2;1.8
NA;Site monitoring;CDC;AO11;26/12/2018;27/12/2018;11:35;9:40;Medium;mean coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;mhogoni;PU;Tole;EH ;NO;"""NA""";NA;45.115492;-12.723887;"""NA""";"""NA""";NA;NA;NA;23,8;29,2;1.8
NA;Site monitoring;CDC;OI77;26/12/2018;27/12/2018;11:50;10:00;Medium;mean coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;mhogoni;PU;Tole;IH;NO;"""NA""";NA;45.116168;-12.724473;Culex;quinquefasciatus (pipiens);M;3;NA;23,8;29,2;1.8
NA;Site monitoring;CDC;OI77;26/12/2018;27/12/2018;11:50;10:00;Medium;mean coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;mhogoni;PU;Tole;IH;NO;"""NA""";NA;45.116168;-12.724473;Culex;quinquefasciatus (pipiens);F;2;NA;23,8;29,2;1.8
NA;Site monitoring;CDC;AP47;26/12/2018;27/12/2018;11:55;10:05;Medium;mean coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;mhogoni;PU;Tole;EH ;NO;"""NA""";NA;45.116168;-12.724473;Culex;quinquefasciatus (pipiens);M;6;NA;23,8;29,2;1.8
NA;Site monitoring;CDC;AP47;26/12/2018;27/12/2018;11:55;10:05;Medium;mean coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;mhogoni;PU;Tole;EH ;NO;"""NA""";NA;45.116168;-12.724473;Culex;quinquefasciatus (pipiens);F;12;NA;23,8;29,2;1.8
NA;Site monitoring;CDC;AI45;26/12/2018;27/12/2018;12:10;10:15;Medium;mean coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;mhogoni;PU;Tole;IH;NO;"""NA""";NA;45.118392;-12.724373;Culex;quinquefasciatus (pipiens);F;8;NA;23,8;29,2;1.8
NA;Site monitoring;CDC;AI45;26/12/2018;27/12/2018;12:10;10:15;Medium;mean coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;mhogoni;PU;Tole;IH;NO;"""NA""";NA;45.118392;-12.724373;Anopheles;funestus;F;2;NA;23,8;29,2;1.8
NA;Site monitoring;CDC;S66;26/12/2018;27/12/2018;12:15;10:15;Medium;mean coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;mhogoni;PU;Tole;EH ;NO;"""NA""";NA;45.118392;-12.724373;Culex;quinquefasciatus (pipiens);M;5;NA;23,8;29,2;1.8
NA;Site monitoring;CDC;S66;26/12/2018;27/12/2018;12:15;10:15;Medium;mean coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;mhogoni;PU;Tole;EH ;NO;"""NA""";NA;45.118392;-12.724373;Culex;quinquefasciatus (pipiens);F;7;NA;23,8;29,2;1.8
NA;Site monitoring;CDC;C71;26/12/2018;27/12/2018;12:25;10:30;Medium;mean coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;mhogoni;PU;Tole;IH;NO;"""NA""";NA;45.118637;-12.724417;"""NA""";"""NA""";NA;NA;NA;23,8;29,2;1.8
NA;Site monitoring;CDC;G21;26/12/2018;27/12/2018;12:30;10:30;Medium;mean coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;mhogoni;PU;Tole;EH ;NO;"""NA""";NA;45.118637;-12.724417;Culex;quinquefasciatus (pipiens);M;3;NA;23,8;29,2;1.8
NA;Site monitoring;CDC;G21;26/12/2018;27/12/2018;12:30;10:30;Medium;mean coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;mhogoni;PU;Tole;EH ;NO;"""NA""";NA;45.118637;-12.724417;Culex;quinquefasciatus (pipiens);F;6;NA;23,8;29,2;1.8
NA;Site monitoring;CDC;D61;26/12/2018;27/12/2018;12:40;10:40;Medium;mean coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;mhogoni;PU;Tole;IH;NO;"""NA""";NA;45.118305;-12.724333;Culex;quinquefasciatus (pipiens);M;2;NA;23,8;29,2;1.8
NA;Site monitoring;CDC;D61;26/12/2018;27/12/2018;12:40;10:40;Medium;mean coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;mhogoni;PU;Tole;IH;NO;"""NA""";NA;45.118305;-12.724333;Culex;quinquefasciatus (pipiens);F;4;NA;23,8;29,2;1.8
NA;Site monitoring;CDC;AC82;26/12/2018;27/12/2018;12:45;10:40;Medium;mean coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;mhogoni;PU;Tole;EH ;NO;"""NA""";NA;45.118305;-12.724333;Culex;quinquefasciatus (pipiens);M;6;NA;23,8;29,2;1.8
NA;Site monitoring;CDC;AC82;26/12/2018;27/12/2018;12:45;10:40;Medium;mean coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;mhogoni;PU;Tole;EH ;NO;"""NA""";NA;45.118305;-12.724333;Culex;quinquefasciatus (pipiens);F;8;NA;23,8;29,2;1.8
NA;Site monitoring;CDC;AC82;26/12/2018;27/12/2018;12:45;10:40;Medium;mean coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;mhogoni;PU;Tole;EH ;NO;"""NA""";NA;45.118305;-12.724333;Aedes;albopictus;M;2;NA;23,8;29,2;1.8
NA;Site monitoring;CDC;AC82;26/12/2018;27/12/2018;12:45;10:40;Medium;mean coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;mhogoni;PU;Tole;EH ;NO;"""NA""";NA;45.118305;-12.724333;Aedes;albopictus;F;1;NA;23,8;29,2;1.8
NA;Site monitoring;CDC;NA;26/12/2018;27/12/2018;12:55;10:50;Medium;mean coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;mhogoni;PU;Tole;IH;NO;"""NA""";NA;45.118637;12.724417;"""NA""";"""NA""";NA;NA;NA;23,8;29,2;1.8
NA;Site monitoring;CDC;W14;26/12/2018;27/12/2018;13:00;10:50;Medium;mean coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;mhogoni;PU;Tole;EH ;NO;"""NA""";NA;45.118637;12.724417;Anopheles;funestus;F;1;NA;23,8;29,2;1.8
NA;Site monitoring;CDC;W14;26/12/2018;27/12/2018;13:00;10:50;Medium;mean coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;mhogoni;PU;Tole;EH ;NO;"""NA""";NA;45.118637;12.724417;Culex;quinquefasciatus (pipiens);M;6;NA;23,8;29,2;1.8
NA;Site monitoring;CDC;W14;26/12/2018;27/12/2018;13:00;10:50;Medium;mean coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;mhogoni;PU;Tole;EH ;NO;"""NA""";NA;45.118637;12.724417;Culex;quinquefasciatus (pipiens);F;2;NA;23,8;29,2;1.8
NA;Site monitoring;CDC;H48;26/12/2018;27/12/2018;13:10;11:05;Medium;mean coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;mhogoni;PU;Tole;IH;NO;"""NA""";NA;45.118767;-12.724303;Culex;quinquefasciatus (pipiens);M;8;NA;23,8;29,2;1.8
NA;Site monitoring;CDC;H48;26/12/2018;27/12/2018;13:10;11:05;Medium;mean coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;mhogoni;PU;Tole;IH;NO;"""NA""";NA;45.118767;-12.724303;Culex;quinquefasciatus (pipiens);F;12;NA;23,8;29,2;1.8
NA;Site monitoring;CDC;B29;26/12/2018;27/12/2018;13:15;11:10;Medium;mean coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;mhogoni;PU;Tole;EH ;NO;"""NA""";NA;45.118767;-12.724303;Culex;quinquefasciatus (pipiens);M;3;NA;23,8;29,2;1.8
NA;Site monitoring;CDC;B29;26/12/2018;27/12/2018;13:15;11:10;Medium;mean coverage;no rain;low;low coverage;Non;BANDRABOUA;Dzoumogné;mhogoni;PU;Tole;EH ;NO;"""NA""";NA;45.118767;-12.724303;Culex;quinquefasciatus (pipiens);F;5;NA;23,8;29,2;1.8
NA;Site monitoring;CDC;W21;07/01/2019;08/01/2019;13:05;11:20;low;low coverage;no rain;low;low coverage;Non;TSINGONI;Tsingoni;Mbouyoujou;U;Béton;IH;NO;"""NA""";NA;45.106203;-12.790272;Culex;quinquefasciatus (pipiens);M;3;NA;24;32,4;13.5
NA;Site monitoring;CDC;W21;07/01/2019;08/01/2019;13:05;11:20;low;low coverage;no rain;low;low coverage;Non;TSINGONI;Tsingoni;Mbouyoujou;U;Béton;IH;NO;"""NA""";NA;45.106203;-12.790272;Culex;quinquefasciatus (pipiens);F;6;NA;24;32,4;13.5
NA;Site monitoring;CDC;AM71;07/01/2019;08/01/2019;13:05;11:30;low;low coverage;no rain;low;low coverage;Non;TSINGONI;Tsingoni;Mbouyoujou;U;Béton;IH;NO;"""NA""";NA;45.106203;-12.790272;"""NA""";"""NA""";NA;NA;NA;24;32,4;13.5
NA;Site monitoring;CDC;R15;07/01/2019;08/01/2019;13:20;11:35;low;low coverage;no rain;low;low coverage;Non;TSINGONI;Tsingoni;Mbouyoujou;U;Béton;IH;NO;"""NA""";NA;45.106203;-12.790272;Culex;quinquefasciatus (pipiens);M;1;NA;24;32,4;13.5
NA;Site monitoring;CDC;R15;07/01/2019;08/01/2019;13:20;11:35;low;low coverage;no rain;low;low coverage;Non;TSINGONI;Tsingoni;Mbouyoujou;U;Béton;IH;NO;"""NA""";NA;45.106203;-12.790272;Culex;quinquefasciatus (pipiens);F;8;1;24;32,4;13.5
NA;Site monitoring;CDC;AO2;07/01/2019;08/01/2019;13:20;11:40;low;low coverage;no rain;low;low coverage;Non;TSINGONI;Tsingoni;Mbouyoujou;U;Béton;IH;NO;"""NA""";NA;45.106203;-12.790272;Culex;quinquefasciatus (pipiens);M;4;NA;24;32,4;13.5
NA;Site monitoring;CDC;AO2;07/01/2019;08/01/2019;13:20;11:40;low;low coverage;no rain;low;low coverage;Non;TSINGONI;Tsingoni;Mbouyoujou;U;Béton;IH;NO;"""NA""";NA;45.106203;-12.790272;Anopheles;gambiae;M;1;NA;24;32,4;13.5
NA;Site monitoring;CDC;AI61;07/01/2019;08/01/2019;10:40;9:30;Medium;low coverage;no rain;low;low coverage;Non;TSINGONI;Miréréni;NA;A;Tole;IH;NO;"""NA""";NA;45.142737;-12.79013;"""NA""";"""NA""";NA;NA;NA;24;32,4;13.5
NA;Site monitoring;CDC;X82;07/01/2019;08/01/2019;10:40;9:30;Medium;low coverage;no rain;low;low coverage;Non;TSINGONI;Miréréni;NA;A;Tole;EH ;NO;"""NA""";NA;45.142737;-12.79013;"""NA""";"""NA""";NA;NA;NA;24;32,4;13.5
NA;Site monitoring;CDC;H29;07/01/2019;08/01/2019;10:45;9:40;Medium;low coverage;no rain;low;low coverage;Non;TSINGONI;Miréréni;NA;A;Tole;IH;NO;"""NA""";NA;45.142737;-12.79013;Culex;quinquefasciatus (pipiens);M;5;NA;24;32,4;13.5
NA;Site monitoring;CDC;H29;07/01/2019;08/01/2019;10:45;9:40;Medium;low coverage;no rain;low;low coverage;Non;TSINGONI;Miréréni;NA;A;Tole;IH;NO;"""NA""";NA;45.142737;-12.79013;Culex;quinquefasciatus (pipiens);F;8;NA;24;32,4;13.5
NA;Site monitoring;CDC;B48;07/01/2019;08/01/2019;10:45;9:50;Medium;low coverage;no rain;low;low coverage;Non;TSINGONI;Miréréni;NA;A;Tole;EH ;NO;"""NA""";NA;45.142737;-12.79013;"""NA""";"""NA""";NA;NA;NA;24;32,4;13.5
NA;Site monitoring;CDC;J11;07/01/2019;08/01/2019;11:55;9:30;Medium;zero coverage;no rain;No wind;zero coverage;Non;CHICONI;Chiconi;NA;PU;Béton;IH;NO;"""NA""";NA;45.112042;-12.835406;"""NA""";"""NA""";NA;NA;NA;24;32,4;13.5
NA;Site monitoring;CDC;V31;07/01/2019;08/01/2019;12:05;9:35;Medium;zero coverage;no rain;No wind;zero coverage;Non;CHICONI;Chiconi;NA;PU;Béton;EH ;NO;"""NA""";NA;45.112042;-12.835406;"""NA""";"""NA""";NA;NA;NA;24;32,4;13.5
NA;Site monitoring;CDC;G33;07/01/2019;08/01/2019;12:10;9:40;Medium;zero coverage;no rain;No wind;zero coverage;Non;CHICONI;Chiconi;NA;PU;Béton;IH;NO;"""NA""";NA;45.111696;-12.835504;"""NA""";"""NA""";NA;NA;NA;24;32,4;13.5
NA;Site monitoring;CDC;C34;07/01/2019;08/01/2019;12:15;9:45;Medium;zero coverage;no rain;No wind;zero coverage;Non;CHICONI;Chiconi;NA;PU;Béton;EH ;NO;"""NA""";NA;45.111696;-12.835504;Culex;quinquefasciatus (pipiens);M;5;NA;24;32,4;13.5
NA;Site monitoring;CDC;C34;07/01/2019;08/01/2019;12:15;9:45;Medium;zero coverage;no rain;No wind;zero coverage;Non;CHICONI;Chiconi;NA;PU;Béton;EH ;NO;"""NA""";NA;45.111696;-12.835504;Culex;quinquefasciatus (pipiens);F;8;NA;24;32,4;13.5
NA;Site monitoring;CDC;F14;07/01/2019;08/01/2019;12:20;10:00;Medium;zero coverage;no rain;No wind;zero coverage;Non;CHICONI;Chiconi;NA;PU;Béton;IH;NO;"""NA""";NA;45.111791;-12.835306;Culex;quinquefasciatus (pipiens);M;3;NA;24;32,4;13.5
NA;Site monitoring;CDC;F14;07/01/2019;08/01/2019;12:20;10:00;Medium;zero coverage;no rain;No wind;zero coverage;Non;CHICONI;Chiconi;NA;PU;Béton;IH;NO;"""NA""";NA;45.111791;-12.835306;Culex;quinquefasciatus (pipiens);F;3;NA;24;32,4;13.5
NA;Site monitoring;CDC;AH39;07/01/2019;08/01/2019;12:25;10:20;Medium;zero coverage;no rain;No wind;zero coverage;Non;CHICONI;Chiconi;NA;PU;Béton;EH ;NO;"""NA""";NA;45.111791;-12.835306;Culex;quinquefasciatus (pipiens);F;9;NA;24;32,4;13.5
NA;Site monitoring;CDC;AG47;07/01/2019;08/01/2019;12:40;10:25;Medium;zero coverage;no rain;No wind;zero coverage;Non;CHICONI;Chiconi;NA;PU;Béton;IH;NO;"""NA""";NA;45.111609;-12.835503;"""NA""";"""NA""";NA;NA;NA;24;32,4;13.5
NA;Site monitoring;CDC;D77;07/01/2019;08/01/2019;12:45;10:30;Medium;zero coverage;no rain;No wind;zero coverage;Non;CHICONI;Chiconi;NA;PU;Béton;EH ;NO;"""NA""";NA;45.111609;-12.835503;Culex;quinquefasciatus (pipiens);M;2;NA;24;32,4;13.5
NA;Site monitoring;CDC;D77;07/01/2019;08/01/2019;12:45;10:30;Medium;zero coverage;no rain;No wind;zero coverage;Non;CHICONI;Chiconi;NA;PU;Béton;EH ;NO;"""NA""";NA;45.111609;-12.835503;Culex;quinquefasciatus (pipiens);F;1;NA;24;32,4;13.5
NA;Site monitoring;CDC;D77;07/01/2019;08/01/2019;12:45;10:30;Medium;zero coverage;no rain;No wind;zero coverage;Non;CHICONI;Chiconi;NA;PU;Béton;EH ;NO;"""NA""";NA;45.111609;-12.835503;Aedes;albopictus;F;1;NA;24;32,4;13.5
NA;Site monitoring;CDC;O66;07/01/2019;08/01/2019;12:50;10:40;Medium;zero coverage;no rain;No wind;zero coverage;Non;CHICONI;Chiconi;NA;PU;Béton;EH ;NO;"""NA""";NA;45.111609;-12.835503;Culex;quinquefasciatus (pipiens);M;7;NA;24;32,4;13.5
NA;Site monitoring;CDC;O66;07/01/2019;08/01/2019;12:50;10:40;Medium;zero coverage;no rain;No wind;zero coverage;Non;CHICONI;Chiconi;NA;PU;Béton;EH ;NO;"""NA""";NA;45.111609;-12.835503;Culex;quinquefasciatus (pipiens);F;3;NA;24;32,4;13.5
NA;Site monitoring;CDC;AP45;07/01/2019;08/01/2019;13:00;10:45;Medium;zero coverage;no rain;No wind;zero coverage;Non;CHICONI;Chiconi;NA;PU;Béton;IH;NO;"""NA""";NA;45.111609;-12.835537;"""NA""";"""NA""";NA;NA;NA;24;32,4;13.5
NA;Site monitoring;CDC;AC14;07/01/2019;08/01/2019;13:05;10:55;Medium;zero coverage;no rain;No wind;zero coverage;Non;CHICONI;Chiconi;NA;PU;Béton;EH ;NO;"""NA""";NA;45.111424;-12.835537;Culex;quinquefasciatus (pipiens);F;1;NA;24;32,4;13.5
NA;Site monitoring;CDC;AE37;07/01/2019;08/01/2019;13:10;11:00;Medium;zero coverage;no rain;No wind;zero coverage;Non;CHICONI;Chiconi;NA;PU;Béton;EH ;NO;"""NA""";NA;45.111424;-12.835537;Culex;quinquefasciatus (pipiens);M;1;NA;24;32,4;13.5
NA;Site monitoring;CDC;AE37;07/01/2019;08/01/2019;13:10;11:00;Medium;zero coverage;no rain;No wind;zero coverage;Non;CHICONI;Chiconi;NA;PU;Béton;EH ;NO;"""NA""";NA;45.111424;-12.835537;Culex;quinquefasciatus (pipiens);F;1;NA;24;32,4;13.5
NA;Site monitoring;CDC;AM55;23/01/2019;24/01/2019;9:00;8:00;strong;low coverage;no rain;Medium;zero coverage;Non;MAMOUDZOU;Mamoudzou;Jardin Créole;U;Béton;IH;NO;"""NA""";NA;45.229423;-12.78474;"""NA""";"""NA""";NA;NA;NA;25,4;30;24.1
NA;Site monitoring;CDC;61;23/01/2019;24/01/2019;9:10;8:10;strong;low coverage;no rain;Medium;zero coverage;Non;MAMOUDZOU;Mamoudzou;Jardin Créole;U;Béton;IH;NO;"""NA""";NA;45.229423;-12.78474;Culex;quinquefasciatus (pipiens);M;1;NA;25,4;30;24.1
NA;Site monitoring;CDC;H09;23/01/2019;24/01/2019;9:15;8:15;strong;low coverage;no rain;Medium;zero coverage;Non;MAMOUDZOU;Mamoudzou;Jardin Créole;U;Béton;EH ;NO;"""NA""";NA;45.229423;-12.784525;"""NA""";"""NA""";NA;NA;NA;25,4;30;24.1
NA;Site monitoring;CDC;AI21;23/01/2019;24/01/2019;9:15;8:20;strong;low coverage;no rain;Medium;zero coverage;Non;MAMOUDZOU;Mamoudzou;Jardin Créole;U;Béton;IH;NO;"""NA""";NA;45.229423;-12.784525;"""NA""";"""NA""";NA;NA;NA;25,4;30;24.1
NA;Site monitoring;CDC;B71;23/01/2019;24/01/2019;9:25;8:25;strong;low coverage;no rain;Medium;zero coverage;Non;MAMOUDZOU;Mamoudzou;Jardin Créole;U;Béton;EH ;NO;"""NA""";NA;45.229408;-12.78474;Culex;quinquefasciatus (pipiens);M;1;NA;25,4;30;24.1
NA;Site monitoring;CDC;R29;23/01/2019;24/01/2019;9:35;8:30;strong;low coverage;no rain;Medium;zero coverage;Non;MAMOUDZOU;Mamoudzou;Jardin Créole;U;Béton;EH ;NO;"""NA""";NA;45.229408;-12.78474;"""NA""";"""NA""";NA;NA;NA;25,4;30;24.1
NA;Site monitoring;CDC;G2;23/01/2019;24/01/2019;9:40;8:35;strong;low coverage;no rain;Medium;zero coverage;Non;MAMOUDZOU;Mamoudzou;Jardin Créole;U;Béton;EH ;NO;"""NA""";NA;45.229453;-12.784743;"""NA""";"""NA""";NA;NA;NA;25,4;30;24.1
NA;Site monitoring;CDC;AP7;23/01/2019;24/01/2019;9:45;8:40;strong;low coverage;no rain;Medium;zero coverage;Non;MAMOUDZOU;Mamoudzou;Jardin Créole;U;Béton;EH ;NO;"""NA""";NA;45.229453;-12.784743;"""NA""";"""NA""";NA;NA;NA;25,4;30;24.1
NA;Site monitoring;CDC;X15;23/01/2019;24/01/2019;9:50;8:45;strong;low coverage;no rain;Medium;zero coverage;Non;MAMOUDZOU;Mamoudzou;Jardin Créole;U;Béton;EH ;NO;"""NA""";NA;45.229193;-12.784483;Culex;quinquefasciatus (pipiens);M;2;NA;25,4;30;24.1
NA;Site monitoring;CDC;W48;23/01/2019;24/01/2019;9:55;8:50;strong;low coverage;no rain;Medium;zero coverage;Non;MAMOUDZOU;Mamoudzou;Jardin Créole;U;Béton;EH ;NO;"""NA""";NA;45.229193;-12.784483;"""NA""";"""NA""";NA;NA;NA;25,4;30;24.1
NA;Site monitoring;CDC;G24;24/01/2019;25/01/2019;10:10;9:30;strong;zero coverage;no rain;Medium;zero coverage;Non;TSINGONI;Combani;jardin;PU;Tole;IH;NO;"""NA""";NA;45.13896;-12.786487;Culex;quinquefasciatus (pipiens);M;3;NA;22,4;32,2;0.2
